M e_M Y e_Y Z e_Z age e_age X_c e_X_c CCB_mass e_CCB_mass CCB_radius e_CCB_radius FM_mass e_FM_mass FM_radius e_FM_radius
1.17016031445312 0.0421704605109384 0.267700701171875 0.0130643295070311 0.029291072265625 0.00284423779335935 3.58602424902525 0.773990701760137 0.32096693643279 0.0899235507960103 0.0137010016008238 0.00754203340407376 0.0336237758006965 0.0136395903366223 0.0211827661429318 0.0148849282841093 0.0376943806402192 0.016865857498641
1.18520693945312 0.0625537694332035 0.276396271484375 0.0114223934425776 0.01572674609375 0.00369003503203128 5.10043655780139 0.561423812248502 0.00039247275628083 0.000581516582709363 0.00197973886691937 0.00293516084409466 0.00239828655798238 0.00355569965086467 0.00240175149260221 0.00356083676293203 0.00258573960576588 0.00383361753950849
1.431055796875 0.0777622715460915 0.271782484375 0.00639191137265618 0.0216736796875 0.00474666551953125 1.3723231577537 0.580545665366992 0.489058583771998 0.073778282154545 0.112883898351096 0.0129964115488229 0.122785104825836 0.00968562406004753 0.18689212297771 0.0257906543092834 0.147228673333975 0.00998347282820066
1.12075714257813 0.0533696850093759 0.257612759765625 0.00357043380585935 0.01769211328125 0.00247637925117189 7.59426837295225 1.0277223932447 0.0943913086209998 0.0266685684790982 0.063539566680204 0.00531301084495047 0.0763770142473166 0.00566916962685427 0.114454999677351 0.0051282366716203 0.0969456887597593 0.00524995907351592
1.0710478203125 0.0281323871226549 0.267115173828125 0.00856504100976593 0.01870576171875 0.00135208486875001 5.84628099507272 0.488567148831377 0.102544032439585 0.0295677933749641 0.00473129526530027 0.00254805795965329 0.00995275133539624 0.00424131934823877 0.00722640177860732 0.00405681054157844 0.0113415381974985 0.00508375530069083
1.29639969140625 0.0499459098796893 0.281879361328125 0.0104164609253914 0.0204168125 0.00207042483867192 3.87728203992803 0.448968638347056 0.00205790542587025 0.00251578968239671 0.00745385059128765 0.00789883709449076 0.00964312316141104 0.0101402110118188 0.00812638431514457 0.00854239490830892 0.00990845905907231 0.0103843781200272
1.08851477929688 0.0435030167578137 0.275621138671875 0.00551382704414045 0.010639787109375 0.00177812677382812 5.27080350672197 1.09744055119447 0.210558053480575 0.0601998147035212 0.0687537452515838 0.00617481337521568 0.0809559641398175 0.00800218849350662 0.134694550355399 0.0158633254457201 0.105257517480917 0.0106850244857961
1.25254242773438 0.0332849636191404 0.277674984375 0.00883328736445293 0.028309857421875 0.00192550648007816 2.51449911009716 0.274919714359622 0.348600418793333 0.0339614091011515 0.0321540476945182 0.012034416688829 0.0675772964523032 0.013113086165828 0.0346477788285205 0.0130188664131686 0.0687675894768992 0.0135667956974847
1.400927671875 0.0773594647628924 0.276468087890625 0.0147020610105464 0.016725232421875 0.00371567069179688 2.75413706883414 0.294406722213004 0.0057658133947733 0.00513094322370161 0.0227604517479256 0.0163523464919305 0.0254461418448264 0.0183392515129109 0.0250892210424195 0.0179267816513724 0.0264234873042752 0.0188800235754819
0.979669246093748 0.0849517522218742 0.27738726171875 0.0141638656277353 0.013449208984375 0.00400943687812498 9.79635960372213 1.82169894644967 0.000109470072688635 0.000162258780839481 0.000324276859658059 0.000480772872129038 0.00046532562058488 0.000689891765079143 0.000482663407862633 0.000715596768497139 0.000527253290635687 0.00078170572869647
1.17283930078125 0.0457940507390625 0.281452529296875 0.00529853730820299 0.0197757265625 0.00344376995976562 5.08235588322066 0.711880233491595 0.0746653531580116 0.0363501934657305 0.0598578881067964 0.00491229953417164 0.071580558669501 0.00500857544950723 0.0798000942514404 0.0113212843077752 0.080009070487387 0.00620407562871881
1.56542696679688 0.0458933762519506 0.27513272265625 0.00849781436601555 0.029229517578125 0.00280551645117189 1.93012804543007 0.211704245694805 0.210335491402644 0.0319045314791215 0.130537928808134 0.00622758689566006 0.130115604884839 0.00436485335721376 0.146160497065811 0.0161300122606532 0.136248359471258 0.00671776217632009
1.05598294335938 0.0402841010414064 0.26323052734375 0.008365518377344 0.011836107421875 0.00259698239062502 4.72918556106482 0.50521430390796 0.156227959552336 0.0186249662752186 0.00412537417713057 0.00266562980626146 0.00847054983291702 0.00603288067592282 0.00647460408978568 0.00429498732943957 0.00964786080266803 0.00668437164335534
